"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"UHM38.35752__k141_23044_163",2887.75331988148,-2.02566546061929,1.36787630537287,-1.48088350727525,0.138637618659772,0.807569679332565
"UHM38.35752__k141_30799_108",1146.75220337529,-2.03709021196527,1.56366686405547,-1.30276484000048,0.192655057860286,0.807569679332565
"UHM38.35752__k141_23763_6",867.053828613858,-2.08519323381593,1.57084319704616,-1.32743563312809,0.18436461897057,0.807569679332565
"UHM38.35752__k141_9031_19",1480.58882286012,-2.38270099293889,1.48965310343879,-1.59950057328015,0.109709421330206,0.807569679332565
"UHM38.35752__k141_227189_10",1193.97246902774,-2.02759701427936,1.49795840131791,-1.3535736456336,0.175872439642184,0.807569679332565
"UHM38.35752__k141_129714_28",736.743016958413,-2.31786850873709,1.45638611290653,-1.59152060583116,0.111492461842688,0.807569679332565
"UHM38.35752__k141_85533_19",391.408818378217,-2.03183357246176,1.6662042900034,-1.21943844740528,0.222677824725969,0.807569679332565
"UHM38.35752__k141_85533_51",1251.94481187795,-2.03427814433292,1.36800020449001,-1.48704520485894,0.137002872128828,0.807569679332565
"UHM38.35752__k141_85533_115",1505.96203502596,-2.08248567464727,1.58530958384422,-1.31361451155644,0.188975962740122,0.807569679332565
"UHM38.35752__k141_85540_23",2044.76453972945,-2.04930510074966,1.36247407209085,-1.50410576078325,0.132554137239092,0.807569679332565
"UHM38.35752__k141_85540_55",1228.41038453505,-2.00761260830601,1.54989297961562,-1.2953233769753,0.19520869815684,0.807569679332565
"UHM38.35752__k141_78490_2",1639.74897554812,-2.01319895063423,1.4463959966123,-1.39187259598995,0.163960981602322,0.807569679332565
"UHM38.35752__k141_78490_34",4129.41176339875,-2.00536678299171,1.26801889996114,-1.58149597222341,0.113764679164398,0.807569679332565
"UHM38.35752__k141_145035_76",310.624132579848,-2.43532852139774,0.590282571242607,-4.12569952094489,3.69609586536078e-05,0.0222405683854064
"UHM38.35752__k141_102375_33",333.812809914641,-2.27762467811383,0.600383569424427,-3.79361593838641,0.000148469259153642,0.0555634756514508
"UHM38.35752__k141_146756_1",1104.01404370024,-2.1064444989011,1.6959239503633,-1.24206306447283,0.214213294838848,0.807569679332565
"UHM38.35752__k141_161541_38",296.730468874289,-2.33727305938405,0.588062874948786,-3.9745291854848,7.05186148737911e-05,0.0352398111139599
"UHM38.35752__k141_191810_8",1707.61605687362,-2.01567356635893,1.3868265203689,-1.45344319332944,0.14610074122677,0.807569679332565
"UHM38.35752__k141_191810_40",637.406881263495,-2.00430596446669,1.51094283485323,-1.32652666813923,0.184665307746797,0.807569679332565
"UHM38.35752__k141_80220_7",784.007811440248,-2.06800165647718,1.44440338221263,-1.43173415539174,0.152219917564072,0.807569679332565
"UHM38.35752__k141_80220_39",4249.37801688321,-2.00504343402194,1.26019108181038,-1.59106302445936,0.111595392812856,0.807569679332565
"UHM38.35752__k141_28296_31",1885.93851272173,-2.36421016688178,1.52710368938549,-1.54816610248198,0.121582310365504,0.807569679332565
